Property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Over_ave_price
25595,-37.587719,144.935471,16 Stoneleigh Place,CRAIGIEBURN,4880000,house,2010,3,1,1,SC_110,1.2258,40221,1.7153,45,hospital_104,7.1351,S_178,0.7111,True
22754,-37.744021,144.95825,4 Wellington Street,COBURG,10800000,house,2016,4,1,1,SC_030,1.4776,19965,0.485,0,hospital_084,1.1216,S_172,0.6683,True
19754,-37.679917,144.89221899999995,4-6 Wills Street,WESTMEADOWS,3630000,house,2014,3,1,0,SC_059,1.1237,20030,2.4385,36,hospital_104,4.0932,S_153,2.6009,False
56183,-37.846445,145.130754,13 Hansen Close,BURWOOD,8904000,house,2015,2,2,1,SC_037,3.1368,19897,2.9878,0,hospital_047,0.467,S_097,0.7736,False
21757,-37.73685,144.979616,10 Rasmussen Court,COBURG,4760000,house,2011,3,1,1,SC_103,1.9895,19964,1.5226,0,hospital_144,2.2909,S_030,0.8787,False
83055,-37.893388,145.246782,17 Rickards Avenue,KNOXFIELD,10430000,house,2015,3,2,2,SC_049,5.3995,19868,4.4526,0,hospital_002,4.621,S_027,1.4271,True
2573,-37.808075,144.883678,93 Queensville Street,KINGSVILLE,9330000,house,2010,2,1,1,SC_043,2.5254,20023,0.7124,19,hospital_056,1.6781,S_201,1.5015,True
42251,-37.738543,145.07890700000004,43 McCrae Road,ROSANNA,10230000,house,2014,2,1,3,SC_017,2.1236,19936,1.2231,28,hospital_066,2.394,S_100,2.4734,False
85865,-37.890566,145.009028,9 Gladstone Pde,ELSTERNWICK,26000000,house,2010,5,3,2,SC_023,3.3757,19953,0.8048,19,hospital_116,0.5618,S_193,0.4778,True
1511,-37.805261,144.887317,9 Edward Street,SEDDON,5733000,house,2011,4,2,2,SC_043,2.6117,20023,0.4224,19,hospital_056,1.3538,S_201,1.0663,False
70140,-37.860026,145.083075,5 Baker Parade,ASHBURTON,26720000,house,2015,4,2,2,SC_042,2.065,19848,0.2643,36,hospital_098,0.4673,S_112,1.1796,True
58442,-37.81399155,145.1693878,1/23 Sandy Street,NUNAWADING,5892000,house,2009,3,1,1,SC_002,0.6267,19899,0.8809,0,hospital_070,2.197,S_202,1.257,False
17786,-37.698872,144.92571999999996,86 Paget Avenue,GLENROY,5925000,house,2014,3,1,2,SC_059,3.7818,20031,0.9639,34,hospital_184,5.1648,S_209,0.8078,False
95505,-37.90750122,145.053299,300 Tucker Road,ORMOND,11440000,house,2008,3,2,0,SC_041,2.5758,19941,1.2934,35,hospital_159,2.0251,S_107,1.6613,True
21805,-37.7537638,144.9551634,11 Foch Avenue,COBURG,12000000,house,2013,4,2,1,SC_030,2.4185,19966,0.5916,0,hospital_084,0.2867,S_173,1.5792,True
12634,-37.704752,144.748739,20 Marner Avenue,HILLSIDE,3410000,house,2011,2,1,1,SC_048,3.2041,20000,2.2767,39,hospital_057,8.4862,S_163,1.2342,False
27750,-37.586752,144.916449,8 Corringa Way,CRAIGIEBURN,4455000,house,2010,4,2,2,SC_016,0.7196,40221,2.9034,45,hospital_104,7.1268,S_178,1.7457,True
78847,-37.94988251,145.1465149,23 ALBERT AVE,SPRINGVALE,7631000,house,2009,3,1,1,SC_057,5.3182,19913,0.6103,44,hospital_124,3.6555,S_075,0.6003,True
62284,-37.792467,145.244834,78 Wonga Road,RINGWOOD,6000000,house,2016,3,2,2,SC_032,2.6616,19879,2.2213,0,hospital_164,1.9477,S_157,1.0444,False
60111,-37.81516,145.198027,569 & 571 Whitehorse Road,MITCHAM,1984500,house,2010,3,1,2,SC_088,1.6875,19900,0.6197,0,hospital_010,0.6274,S_202,2.1508,False
44659,-37.698805,145.125686,22 Tallow Wood Drive,GREENSBOROUGH,7397000,house,2014,2,2,1,SC_051,4.1016,19985,1.6394,38,hospital_075,1.8822,S_051,1.7884,True
38867,-37.76195908,145.0407715,37 Valentine Street,IVANHOE,11872000,house,2009,3,1,0,SC_001,0.669,19933,0.8741,22,hospital_039,0.8933,S_219,0.7052,False
29489,-37.764644,144.989851,154 Gladstone Avenue,NORTHCOTE,8206000,house,2011,3,1,2,SC_103,2.9859,20015,0.6369,0,hospital_035,1.5953,S_105,1.9374,False
50302,-37.769857,145.085017,55 Rocklea Road,BULLEEN,7488000,house,2014,4,2,2,SC_009,0.7666,19935,2.571,26,hospital_004,2.5505,S_154,0.6533,False
4328,-37.835335,144.874197,2A Bruce Street,NEWPORT,7800000,house,2014,3,2,2,SC_033,2.598,19995,1.1567,18,hospital_141,3.3768,S_056,2.4398,False
45015,-37.718244,145.101097,4 Gladman Street,GREENSBOROUGH,4328000,house,2013,4,2,2,SC_017,5.0661,19985,1.7108,38,hospital_075,1.519,S_020,1.5111,False
92601,-37.991355,145.076701,11 Bethell Avenue,PARKDALE,13260000,house,2011,2,1,1,SC_003,2.499,19864,0.1947,41,hospital_001,0.3488,S_003,0.8111,True
68388,-37.85976028,145.0217285,22 St. James Road,ARMADALE,8272000,house,2009,3,2,2,SC_038,2.4424,19945,0.4245,23,hospital_092,0.731,S_013,0.6027,False
88856,-37.949098,145.022556,4 Regworth Court,HIGHETT,12320000,house,2014,3,1,0,SC_079,1.6253,19948,1.5855,29,hospital_058,1.4203,S_214,0.4117,True
65172,-37.813082,145.31382,17 Paramount Avenue,KILSYTH,5040000,house,2015,3,1,0,SC_022,3.1205,19877,3.1564,0,hospital_164,5.155,S_224,1.2557,False
56077,-37.85684967,145.13095090000004,1 Winton Street,BURWOOD,8414000,house,2009,3,1,2,SC_067,3.797,19875,2.0646,30,hospital_047,1.567,S_097,0.5455,False
37197,-37.643249,145.023557,29 Hall Street,EPPING,3440000,house,2015,3,1,1,SC_062,5.5398,20005,1.1703,0,hospital_053,1.1167,S_196,1.3302,False
56104,-37.84826279,145.1201477,1/95 Station Street,BURWOOD,4224000,house,2009,2,1,1,SC_037,3.2586,19840,2.9084,28,hospital_047,1.3282,S_097,1.3491,False
75936,-37.90355200000001,145.088414,21 Queens Avenue,OAKLEIGH,21250000,house,2014,3,2,2,SC_087,1.7881,19917,0.3541,34,hospital_166,1.6148,S_167,1.7879,True
16709,-37.699415,144.939499,191 West Street,GLENROY,3080000,house,2011,3,2,2,SC_030,3.7898,19961,1.7123,0,hospital_139,5.5389,S_004,0.8495,False
80295,-37.993508,145.176798,47 Cochrane Avenue,KEYSBOROUGH,9036000,house,2015,3,2,2,SC_057,0.3163,19889,2.1377,51,hospital_096,0.5082,S_079,0.3839,True
71337,-37.846227,145.24561599999996,25 Shetland Drive,WANTIRNA,7320000,house,2012,4,3,2,SC_032,4.0083,19871,1.9953,0,hospital_179,1.6297,S_139,1.9049,True
83044,-37.876168,145.248101,15 Peartree Place,KNOXFIELD,6050000,house,2013,3,2,2,SC_049,5.6599,19869,3.6369,0,hospital_002,2.9024,S_226,2.6459,True
16586,-37.707,144.907309,151 Loongana Avenue,GLENROY,3320000,house,2012,3,1,2,SC_010,1.9568,20032,0.915,32,hospital_184,3.9344,S_209,1.4742,False
87259,-37.932524,145.008933,1 Lagnicourt Street,HAMPTON,10100000,house,2012,3,1,1,SC_046,2.6963,19949,0.8931,27,hospital_036,1.194,S_088,0.7782,False
92787,-37.996273,145.07452,16 Ti-Tree Grove East,PARKDALE,6678000,house,2015,3,2,2,SC_003,3.076,19864,0.3893,41,hospital_001,0.6462,S_003,1.3772,False
31035,-37.760469,145.017971,263 Raleigh Street,THORNBURY,11880000,house,2010,4,1,1,SC_001,2.254,20014,1.8107,0,hospital_035,0.9316,S_105,1.6393,True
93542,-38.01814651,145.0983582,6 Gale Street,ASPENDALE,8064000,house,2009,4,2,3,SC_003,5.2967,19862,1.0634,46,hospital_001,3.7946,S_119,1.5198,True
89686,-37.952367,145.01955900000004,80 Sandringham Road,SANDRINGHAM,7800000,house,2010,4,2,2,SC_079,1.9224,19948,1.3358,29,hospital_058,1.0204,S_214,0.8061,False
30181,-37.768707,144.994648,50 Arthurton Road,NORTHCOTE,10670000,house,2010,4,1,2,SC_103,3.305,20016,0.1403,0,hospital_035,1.3286,S_105,2.1164,False
3103,-37.822034,144.893226,213/200 Stephen Street,YARRAVILLE,6800000,house,2015,3,2,2,SC_033,4.1184,19996,0.7467,15,hospital_056,3.2762,S_201,2.4067,False
63118,-37.830557,145.22821299999995,8 Yarang Court,HEATHMONT,9945000,house,2012,4,2,2,SC_032,1.9826,19871,1.4582,0,hospital_179,2.1033,S_040,2.0716,True
26351,-37.586617,144.91853,3 Jarrah Place,CRAIGIEBURN,2209500,house,2014,3,2,2,SC_016,0.8106,40221,2.7648,45,hospital_104,7.1351,S_178,1.5929,False
80477,-37.984614,145.169116,70 Kingsclere Avenue,KEYSBOROUGH,8640000,house,2016,3,2,2,SC_057,0.9758,19890,2.053,49,hospital_096,1.0173,S_079,0.9861,True
5349,-37.857525,144.822548,8 Frazer Avenue,ALTONA,6160000,house,2011,3,1,2,SC_033,4.0403,19925,1.1646,32,hospital_141,6.0894,S_128,1.3374,False
90545,-37.958492,145.043184,32 Jack Road,CHELTENHAM,6765000,house,2010,2,1,1,SC_079,1.0582,19872,1.1265,41,hospital_082,1.2152,S_069,1.0583,False
60928,-37.844454,145.18932,76 Terrara Road,VERMONT,12390000,house,2016,3,2,1,SC_088,2.9255,19899,2.9425,0,hospital_192,2.5479,S_066,2.387,True
12983,-37.692183,144.754415,32 Saronvale Crescent,HILLSIDE,5954000,house,2016,3,2,2,SC_048,4.6794,20000,2.0056,39,hospital_057,9.2631,S_163,0.2826,True
41880,-37.749902,145.058989,22 Mortimer Street,HEIDELBERG,1230000,house,2011,2,2,1,SC_017,1.0631,19935,0.8121,26,hospital_066,0.6444,S_100,1.324,False
56360,-37.846706,145.124708,20 Clanbrae Avenue,BURWOOD,6347000,house,2013,3,1,1,SC_037,3.0857,20042,3.073,0,hospital_047,0.8925,S_097,1.0867,False
8058,-37.747892,144.747712,12 Thorpe Place,BURNSIDE,3320000,house,2010,4,2,2,SC_048,1.7493,20001,4.5507,36,hospital_057,6.0432,S_156,0.7935,False
88010,-37.943213,145.013551,97 Linacre Road,HAMPTON,16060000,house,2013,4,2,1,SC_046,2.2154,19948,1.1182,29,hospital_036,0.8679,S_214,0.792,True
77344,-37.926273,145.15937,1 Wattle Grove,MULGRAVE,12495000,house,2015,4,2,2,SC_073,3.2267,19914,2.2586,42,hospital_065,3.4232,S_148,2.3975,True
71074,-37.851387,145.243809,114 Stud Road,WANTIRNA,5880000,house,2016,4,2,2,SC_032,4.4981,19870,2.3934,0,hospital_179,1.4472,S_139,2.2348,False
27967,-37.610386,144.91738999999995,9 Waterdale Rise,CRAIGIEBURN,5248000,house,2012,3,2,2,SC_016,1.9744,40221,2.4777,45,hospital_104,4.4952,S_005,2.3326,True
43239,-37.718337,145.06263,6 Linaker Drive,MACLEOD,6840000,house,2012,4,2,2,SC_047,3.627,19983,1.029,31,hospital_025,1.72,S_155,2.2905,False
17302,-37.697457,144.906467,46 Moonee Boulevard,GLENROY,6104000,house,2011,4,1,2,SC_059,2.1563,20031,0.8661,34,hospital_184,4.9933,S_209,1.8135,False
93268,-37.987814,145.07601599999995,35 Sixth Street,PARKDALE,15000000,house,2015,5,3,0,SC_003,2.1817,19864,0.5867,41,hospital_001,0.419,S_003,0.428,True
94729,-37.913926,145.03431,13 Fitzroy Street,MCKINNON,11206000,house,2009,2,1,1,SC_046,2.8688,19939,0.4553,38,hospital_126,1.9799,S_107,0.926,False
10086,-37.781097,144.922829,146 Ascot Vale Road,FLEMINGTON,6850000,house,2014,2,1,2,SC_011,0.6055,20039,0.6507,16,hospital_007,0.7332,S_086,0.8097,False
72076,-37.853752,145.25278899999995,16 Pindari Drive,BAYSWATER,6970000,house,2012,3,1,2,SC_032,5.0271,19870,1.9002,0,hospital_002,1.3665,S_139,1.7254,True
93049,-38.002971,145.101689,25 Arwon Street,MORDIALLOC,6640000,house,2011,4,2,2,SC_003,3.7134,19863,1.2946,44,hospital_001,2.8803,S_119,1.4329,False
27932,-37.588612,144.932287,9 Hybrid Court,CRAIGIEBURN,6384000,house,2015,4,2,2,SC_110,1.2557,40221,1.7629,45,hospital_104,6.9899,S_178,0.6185,True
36470,-37.661917,145.032204,47 Mindoro Crescent,LALOR,3080000,house,2010,3,1,1,SC_062,4.8334,20005,1.0766,0,hospital_053,1.8005,S_229,1.2152,False
58033,-37.827139,145.154719,35 Alandale Road,BLACKBURN,10608000,house,2014,4,1,2,SC_002,1.7079,19898,0.889,0,hospital_060,0.6589,S_018,0.8063,False
84210,-37.855277,145.009081,6 Kelvin Grove,PRAHRAN,31200000,house,2011,4,2,3,SC_066,1.6269,19946,0.6568,22,hospital_132,0.13,S_115,0.8721,True
95335,-37.923406,145.03482,26 Phillip Street,BENTLEIGH,7839000,house,2009,2,1,1,SC_046,1.818,19938,0.2023,40,hospital_110,1.0879,S_107,0.7714,False
22457,-37.744397,144.974497,28 Belgrave Street,COBURG,12740000,house,2014,3,1,1,SC_103,2.4753,19965,1.0086,0,hospital_144,1.3659,S_173,0.7589,True
47916,-37.80105,145.042641,148 Eglinton Street,KEW,10980000,house,2014,3,1,1,SC_083,2.2488,19904,2.3373,21,hospital_064,0.986,S_039,1.1571,False
31803,-37.74194,145.018807,126 Gower Street,PRESTON,5109000,house,2013,2,1,1,SC_047,1.0814,20012,1.6502,0,hospital_035,2.5259,S_084,1.5038,False
92419,-37.981103,145.05712,70 Mundy Street,MENTONE,20900000,house,2015,5,3,1,SC_003,3.0149,19865,0.711,39,hospital_055,0.4616,S_011,0.4688,True
48339,-37.81468582,145.05316159999995,35 Macartney Avenue,KEW,18800000,house,2008,5,3,2,SC_099,1.1573,19903,1.0729,23,hospital_064,0.792,S_208,1.6639,True
3183,-37.814301,144.86761299999995,24A Ballard Street,YARRAVILLE,5424000,house,2013,4,3,2,SC_033,2.2934,20022,1.7249,21,hospital_056,2.8678,S_149,2.3596,False
93366,-38.021972,145.106007,44 Glen Street,ASPENDALE,4920000,house,2010,3,1,2,SC_003,5.8514,19862,0.6751,46,hospital_001,4.5435,S_119,2.2959,False
43717,-37.702689,145.08318899999998,307 Grimshaw Street,WATSONIA,5993000,house,2014,3,1,1,SC_062,5.6821,19984,0.922,34,hospital_075,2.0157,S_020,1.503,False
77170,-37.932903,145.107318,22 Raleigh Street,CLARINDA,7891000,house,2010,3,1,2,SC_003,4.5471,19915,1.4778,39,hospital_076,1.7001,S_170,1.0917,True
54027,-37.81998,145.041272,11 Falmouth Street,HAWTHORN,10570000,house,2012,2,1,0,SC_083,0.5027,19904,0.4561,21,hospital_127,0.8042,S_208,0.5111,False
81752,-37.985988,145.23394299999995,13 Laurina Court,DOVETON,5792000,house,2016,3,1,2,SC_112,1.6607,19888,2.1704,54,hospital_119,1.3176,S_184,1.5318,True
82433,-37.991155,145.252842,80 Sheoak Street,DOVETON,3718000,house,2014,3,2,2,SC_077,1.6119,19885,3.3113,59,hospital_119,3.0469,S_195,1.5599,False
51647,-37.783716,145.118864,74 Rathmullen Quadrant,DONCASTER,10075000,house,2009,4,3,2,SC_091,0.7305,20042,3.9588,0,hospital_194,1.1994,S_188,0.5812,False
17484,-37.710618,144.937355,59 West Street,HADFIELD,3624000,house,2013,3,1,0,SC_030,2.6733,20033,1.6158,30,hospital_184,4.5294,S_004,0.4184,False
1085,-37.800458,144.884429,48 Hocking Street,FOOTSCRAY,12720000,house,2015,3,1,1,SC_043,2.1534,20023,0.1698,19,hospital_056,0.8302,S_201,1.195,True
37828,-37.632367,145.026837,9 Castlemaine Lane.,EPPING,7575000,house,2014,4,3,2,SC_062,5.6001,20005,2.2473,0,hospital_053,2.3247,S_196,1.6113,True
7098,-37.784302,144.83592099999996,9 Maryvale Street,SUNSHINE,6160000,house,2014,5,2,1,SC_102,0.3017,20021,0.5421,25,hospital_174,0.7943,S_080,0.3874,False
72427,-37.851183,145.257963,49 Terama Crescent,BAYSWATER,7910000,house,2015,3,2,2,SC_032,4.9867,19870,1.3809,0,hospital_002,1.0171,S_139,1.2048,True
36635,-37.637434000000006,145.032912,1 Jaguar Court,EPPING,7124000,house,2015,4,2,2,SC_062,4.8991,20005,1.6826,0,hospital_053,2.1385,S_196,2.0207,True
69171,-37.86709976,145.032196,46 Glendearg Grove,MALVERN,22350000,house,2008,3,2,1,SC_023,1.38,19944,0.2719,19,hospital_157,0.4842,S_013,0.6279,True
35950,-37.678202,145.039427,29 Regal Avenue,THOMASTOWN,4815000,house,2012,3,1,2,SC_062,5.0201,20007,2.2283,0,hospital_041,2.5441,S_228,2.0669,True
91105,-37.974255,145.044852,1 Biarritz Avenue,BEAUMARIS,15200000,house,2013,5,3,2,SC_079,2.8161,19866,1.2009,37,hospital_055,0.8975,S_011,1.7439,True
8872,-37.887392,144.75941799999995,14 John Lecky Road,SEABROOK,4596000,house,2009,3,2,0,SC_092,2.7753,46468,2.2166,32,hospital_073,7.0861,S_001,2.1538,True
81772,-37.987965,145.239078,132 Power Road,DOVETON,3341000,house,2014,3,1,0,SC_077,2.081,19888,2.5848,54,hospital_119,1.7926,S_184,1.9794,False
82592,-37.901421,145.279853,16 Monbulk Crescent,ROWVILLE,4880000,house,2014,4,2,2,SC_049,2.6123,19868,2.5788,0,hospital_150,2.9512,S_199,1.6165,False
23009,-37.746605,144.951561,6 Jamieson Street,COBURG,12920000,house,2014,3,1,2,SC_030,1.5856,19965,1.1398,0,hospital_084,1.0281,S_172,1.3231,True
1038,-37.806774,144.893977,44 Charles Street,SEDDON,12270000,house,2014,3,1,2,SC_043,3.2074,19997,0.2896,14,hospital_056,1.6657,S_201,0.7589,True
65038,-37.801223,145.30978000000005,1/14 Lomond avenue,KILSYTH,7040000,house,2015,3,1,3,SC_022,2.3606,19877,1.8483,0,hospital_164,4.8212,S_224,0.1137,False
17074,-37.711907,144.934588,33 Farview Street,GLENROY,8640000,house,2011,2,1,1,SC_030,2.6606,20033,1.333,30,hospital_184,4.266,S_004,0.6552,True
91248,-37.975132,145.051287,13a Towers Street,BEAUMARIS,10200000,house,2012,3,1,2,SC_079,3.0298,19866,0.9869,37,hospital_055,0.5436,S_011,1.2119,False
44437,-37.715834,145.103228,18 Glenice Street,GREENSBOROUGH,6188000,house,2011,3,1,3,SC_017,5.3935,19985,1.3944,38,hospital_075,1.214,S_020,1.271,False
93047,-37.985524,145.098044,246 Lower Dandenong Road,MORDIALLOC,5776000,house,2016,3,1,2,SC_003,1.7854,19864,2.0826,41,hospital_001,2.2832,S_003,1.8387,False
69172,-37.860868,145.03993300000005,46 Horace Street,MALVERN,15070000,house,2012,3,2,1,SC_023,1.7258,19944,1.1107,19,hospital_183,0.3136,S_235,0.9708,False
63717,-37.777838,145.296007,18 LE GREW STREET,CROYDON,13500000,house,2016,4,2,2,SC_022,2.6244,19877,1.6348,0,hospital_164,4.8717,S_181,2.4146,True
10248,-37.793258,144.926476,21 Epsom Road,KENSINGTON,12300000,house,2013,4,2,2,SC_011,1.5142,20041,0.3608,13,hospital_114,0.3718,S_086,0.688,True
58244,-37.824656,145.157735,6 Lake Road,BLACKBURN,9630000,house,2014,4,2,1,SC_002,1.3434,19898,0.8494,0,hospital_060,0.9358,S_018,1.1855,False
28706,-37.807502,144.986783,8/21 Northumberland Street,COLLINGWOOD,11700000,house,2009,2,1,3,SC_068,1.5216,19977,0.5973,8,hospital_170,0.4341,S_175,0.5088,True
71989,-37.857543,145.26289,11 Edinburgh Road,BAYSWATER,7552000,house,2014,4,2,2,SC_049,5.7198,19870,1.8197,0,hospital_002,0.5194,S_139,1.6599,True
4280,-37.834882,144.87985600000005,23 Blackshaws Road,NEWPORT,10400000,house,2013,3,1,0,SC_033,3.0501,19995,0.7132,18,hospital_141,3.2308,S_056,2.9378,True
40980,-37.680313,145.05248799999995,6 Zelkova Terrace,BUNDOORA,8955000,house,2010,4,2,2,SC_062,4.3155,20007,3.3662,0,hospital_041,1.5463,S_155,2.0574,True
41210,-37.698371,145.047697,82 Arthur Street,BUNDOORA,9520000,house,2016,3,3,1,SC_047,4.7271,20008,3.1784,0,hospital_037,0.9251,S_155,0.632,True
72153,-37.85611725,145.2556763,2 St. Andrews Road,BAYSWATER,5916000,house,2009,2,1,1,SC_032,5.3738,19870,1.9402,0,hospital_002,1.1016,S_139,1.7645,False
8319,-37.76312256,144.77801509999995,24 Parklea Avenue,CAIRNLEA,3520000,house,2009,3,2,2,SC_048,4.6471,20002,2.8095,33,hospital_057,3.2241,S_159,1.1609,False
21137,-37.758829,144.96961399999995,37 Barrow Street,BRUNSWICK,6780000,house,2011,2,1,0,SC_030,3.405,19967,0.8305,0,hospital_144,0.3245,S_074,1.4857,False
88939,-37.952093,145.054427,56 Turner Road,HIGHETT,11920000,house,2011,4,2,2,SC_079,1.2177,19872,1.1753,41,hospital_082,0.9551,S_023,0.8292,True
31672,-37.732893,144.998858,10 May Street,PRESTON,11172000,house,2016,4,1,1,SC_103,0.793,20011,0.6071,0,hospital_139,1.7074,S_085,0.5877,True
85656,-37.893457,145.00888999999995,44 College Street,ELSTERNWICK,18720000,house,2013,4,2,3,SC_023,3.5497,19953,0.5495,19,hospital_013,0.4942,S_193,0.7623,True
27999,-37.584153,144.90875,Lot 11617 Folger Road,CRAIGIEBURN,3880000,house,2011,3,2,1,SC_016,1.0694,40221,3.6282,45,hospital_104,7.4786,S_178,2.4824,False
44076,-37.696733,145.111734,10 Somerleigh Crescent,GREENSBOROUGH,5200000,house,2014,4,2,1,SC_051,4.9466,19985,0.8605,38,hospital_075,1.0681,S_210,1.0746,False
76507,-37.91855200000001,145.140117,1/844 Blackburn Road,CLAYTON,5895000,house,2013,4,2,1,SC_073,4.2515,19915,1.8501,39,hospital_065,1.6176,S_169,2.0591,False
33759,-37.713408,145.023325,13 Clements Grove,RESERVOIR,6985000,house,2016,2,2,2,SC_047,2.8657,20009,1.362,0,hospital_025,1.7923,S_225,1.366,True
57757,-37.812018,145.16136799999995,2 Ashlar Crescent,BLACKBURN,7740000,house,2010,4,2,2,SC_002,1.2084,19898,1.3418,0,hospital_060,2.3771,S_202,1.8596,False
92200,-37.9870908,145.06186369999998,3 Beach Grove,MENTONE,19600000,house,2013,4,3,2,SC_003,2.9754,19865,0.6498,39,hospital_133,0.7662,S_011,0.6173,True
74269,-37.884557,145.033691,187 Kambrook Road,CAULFIELD,32470000,house,2015,5,2,2,SC_023,1.231,19942,0.9445,32,hospital_080,1.5936,S_166,0.6261,True
14015,-37.752945,144.914929,2 Shamrock Street,ESSENDON,11440000,house,2015,2,1,0,SC_082,2.2656,20037,0.3592,20,hospital_184,1.4685,S_197,1.0164,False
72898,-37.852461,145.288479,12 Stewart Street,BORONIA,12120000,house,2015,5,3,3,SC_049,4.9818,19869,0.9595,0,hospital_049,1.237,S_024,1.082,True
69378,-37.867957,145.10609399999996,1/1 Harcourt Street,ASHWOOD,9930000,house,2013,3,2,2,SC_042,1.6537,19840,0.8202,28,hospital_089,1.5734,S_112,1.097,False
91022,-37.969849,145.069475,8 Mena Avenue,CHELTENHAM,6450000,house,2010,3,1,1,SC_003,1.725,19866,1.3567,37,hospital_109,0.9319,S_011,1.443,False
18966,-37.679574,144.908592,5 Olinda Court,BROADMEADOWS,3060000,house,2014,3,1,3,SC_059,2.2938,20030,1.0452,36,hospital_104,3.3792,S_153,1.1622,False
66479,-37.77269745,145.31178280000003,5 Uralla Crt,MOOROOLBARK,4185000,house,2008,3,1,0,SC_084,1.6304,19877,1.3426,0,hospital_113,3.968,S_168,1.6328,False
86357,-37.915294,144.99709199999995,21 Male Street,BRIGHTON,32160000,house,2015,3,2,2,SC_046,4.5144,19951,0.0719,22,hospital_156,0.6248,S_009,0.118,True
59757,-37.82059,145.194877,28 Percy Street,MITCHAM,7434000,house,2012,4,1,1,SC_088,1.3528,19900,0.3843,0,hospital_010,1.1303,S_202,1.6816,False
81419,-37.97628,145.206213,6 Osborne Street,DANDENONG,7980000,house,2015,3,2,2,SC_112,1.4321,19889,1.3009,51,hospital_033,0.8908,S_183,0.9923,True
91757,-37.984474,145.048955,6 Valmont Ave,BEAUMARIS,21560000,house,2015,5,3,2,SC_003,3.8201,19865,1.4517,39,hospital_055,0.5697,S_011,1.226,True
49247,-37.803401,145.06461299999995,22 Birdwood Street,BALWYN,15360000,house,2014,4,2,2,SC_099,2.4019,19892,2.5236,0,hospital_064,1.5506,S_137,1.1467,True
6689,-37.778992,144.816852,4 Dubbo Street,ALBION,15900000,house,2016,3,1,1,SC_102,1.5172,20004,0.7067,28,hospital_174,1.3864,S_080,1.4591,True
71627,-37.844737,145.24641699999995,5 Shetland Drive,WANTIRNA,10056000,house,2015,3,2,3,SC_032,3.8822,19871,1.8346,0,hospital_179,1.741,S_139,1.8104,True
41617,-37.748543,145.07820700000005,146 St James Road,HEIDELBERG,11550000,house,2014,3,1,2,SC_017,1.1714,19936,1.2352,28,hospital_066,1.627,S_100,1.462,True
42695,-37.750186,145.071065,94 Rosanna Road,HEIDELBERG,5283000,house,2014,3,1,2,SC_017,0.6598,19936,0.9217,28,hospital_066,0.9926,S_100,1.0256,False
65915,-37.79000900000001,145.312043,19 Cambridge Road,MOOROOLBARK,13800000,house,2015,3,2,3,SC_022,2.7408,19877,0.5864,0,hospital_113,4.8868,S_224,1.3586,True
70697,-37.875849,145.109903,299 Huntingdale Road,CHADSTONE,7216000,house,2013,3,1,3,SC_042,1.6251,19840,0.3153,28,hospital_089,2.4742,S_112,1.7633,False
22883,-37.74652800000001,144.96315900000005,49 Railway Place,COBURG,9360000,house,2016,3,1,0,SC_030,1.9462,19965,0.4659,0,hospital_084,0.9411,S_173,0.5148,True
71915,-37.851569,145.269139,1/113 Scoresby Road,BAYSWATER,4950000,house,2011,3,1,1,SC_032,5.5891,19870,1.0988,0,hospital_002,0.4421,S_139,0.9774,False
93446,-37.985248,145.091388,5 Margaret Street,PARKDALE,8610000,house,2010,3,1,1,SC_003,1.5846,19864,1.583,41,hospital_001,1.7341,S_003,1.2545,False
57345,-37.82234,145.06916299999997,51 Canterbury Road,CANTERBURY,13680000,house,2011,4,1,3,SC_099,1.0034,19892,0.4048,0,hospital_064,2.3816,S_113,1.1899,False
2820,-37.81608,144.8854236,135 Anderson Street,YARRAVILLE,10822000,house,2012,3,1,2,SC_043,3.264,19996,0.3974,15,hospital_056,2.5554,S_201,2.0344,True
60983,-37.843059,145.206726,93 Boronia Road,VERMONT,10480000,house,2016,3,1,1,SC_088,3.5606,19901,2.7421,0,hospital_008,1.9034,S_226,2.9083,True
8273,-37.754881,144.755174,21 Torowatta Way,BURNSIDE,8960000,house,2014,5,3,2,SC_048,2.7202,20002,4.1044,33,hospital_057,5.2584,S_156,0.2335,True
31528,-37.76069260000001,145.0055389,89 St David Street,THORNBURY,10215000,house,2009,4,2,1,SC_103,2.3709,20015,0.8374,0,hospital_035,0.3197,S_105,1.0841,True
50320,-37.77240753,145.09373469999997,6 Cuthbert Street,BULLEEN,5200000,house,2008,3,1,1,SC_009,0.7691,19935,3.3723,26,hospital_193,1.8914,S_154,0.701,False
13628,-37.75487137,144.92428590000003,1 Overman Court,ESSENDON,4725000,house,2008,3,1,2,SC_082,2.8494,20037,0.7231,20,hospital_128,1.4873,S_025,1.4567,False
48538,-37.79202652,145.03385930000005,52 Barnard Grove,KEW,11360000,house,2008,2,1,0,SC_001,2.7732,19931,1.5348,20,hospital_029,0.9226,S_039,1.5508,False
41278,-37.69213867,145.06564330000003,9 Nash Court,BUNDOORA,8550000,house,2008,3,2,2,SC_062,4.8319,19984,2.6352,34,hospital_041,0.2495,S_155,1.1982,True
