Property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Over_ave_price
16250,-37.708855,144.906801,1/84 Tarana Avenue,GLENROY,7140000,house,2012,3,1,1,SC_010,1.8403,20032,1.0359,32,hospital_184,3.7261,S_209,1.5477,True
54676,-37.834238,145.041228,69 Robinson Road,HAWTHORN,14640000,house,2011,3,2,1,SC_083,1.611,19910,0.9256,13,hospital_127,1.1798,S_113,1.6404,True
16365,-37.695037,144.927612,112 Bindi Street,GLENROY,3950000,house,2010,3,1,1,SC_059,3.8336,20031,1.036,34,hospital_104,4.9763,S_209,1.2612,False
35573,-37.72415161,145.0073395,78 Northernhay Street,RESERVOIR,3915000,house,2008,2,1,0,SC_103,1.7822,20011,0.621,0,hospital_139,1.0977,S_085,1.4983,False
27188,-37.592247,144.930196,5 Woodlands Court,CRAIGIEBURN,3190000,house,2010,3,1,1,SC_110,1.0768,40221,1.5731,45,hospital_104,6.5634,S_178,0.3881,False
39489,-37.682934,145.050336,11 Star Grove,BUNDOORA,10115000,house,2014,3,2,2,SC_062,4.6591,20007,3.1897,0,hospital_041,1.4615,S_155,1.7997,True
3979,-37.81578064,144.8942719,96 Stephen Street,YARRAVILLE,7582000,house,2009,2,1,1,SC_043,3.7905,19996,0.3816,15,hospital_056,2.6193,S_201,1.7055,False
40969,-37.68411,145.066794,6 Tarata Court,BUNDOORA,4365000,house,2015,3,1,1,SC_062,3.9688,19984,3.3427,34,hospital_041,0.8872,S_155,1.9346,False
81671,-37.989395,145.23943,107 Power Road,DOVETON,3420000,house,2016,3,1,2,SC_077,1.9226,19888,2.6068,54,hospital_119,1.8572,S_184,2.024,False
56347,-37.851571,145.118779,2/4 Havelock Street,BURWOOD,14450000,house,2015,3,2,2,SC_037,3.6349,19840,2.522,28,hospital_047,1.6238,S_097,1.379,True
50232,-37.764954,145.08598,40 Manningham Road,BULLEEN,9280000,house,2015,3,1,1,SC_009,0.5279,19935,2.3927,26,hospital_004,2.3402,S_154,0.4795,False
65775,-37.79103088,145.3183441,14 St James Park Rise,MOOROOLBARK,5655000,house,2008,4,2,2,SC_022,3.229,19877,0.8731,0,hospital_113,4.5542,S_224,1.4226,False
18643,-37.67560577,144.9346314,3 Towong Court,DALLAS,2264000,house,2009,3,1,1,SC_072,2.9747,19960,1.5044,0,hospital_104,3.0426,S_153,1.1767,False
58622,-37.813422,145.180695,17 McCulloch Street,NUNAWADING,8204000,house,2011,3,1,2,SC_088,0.6644,19899,0.9484,0,hospital_070,1.2205,S_202,1.232,False
63292,-37.797044,145.303122,1/4 View Street,CROYDON,25200000,house,2010,3,2,2,SC_022,1.7776,19877,1.5937,0,hospital_164,4.3474,S_224,0.8521,True
77699,-37.928175,145.199343,20 Miners Court,MULGRAVE,8680000,house,2014,4,3,2,SC_073,2.7081,19891,4.4969,46,hospital_161,1.6761,S_067,1.2916,True
81061,-37.999895,145.195582,25 Kyla Avenue,DANDENONG,8840000,house,2014,4,2,2,SC_117,2.0258,19888,1.6615,54,hospital_096,2.2658,S_079,2.1661,True
44655,-37.708729,145.109924,22 Paterson Crescent,GREENSBOROUGH,6773000,house,2010,3,2,2,SC_051,5.872,19985,0.5517,38,hospital_075,0.5368,S_210,0.9007,False
33409,-37.72674,145.017761,1/15 Wilkinson Street,RESERVOIR,11050000,house,2014,3,1,1,SC_047,1.7177,20011,1.3326,0,hospital_139,2.0129,S_225,0.987,True
64113,-37.78097534,145.289093,286 Maroondah Highway,CROYDON,4830000,house,2009,3,1,2,SC_022,2.0842,19878,1.7748,0,hospital_164,4.1921,S_181,1.8177,False
20782,-37.760362,144.961637,207 Albion Street,BRUNSWICK,9741000,house,2013,2,1,2,SC_030,3.2728,19967,0.129,0,hospital_011,0.7071,S_074,1.0607,False
10727,-37.783645,144.9285273,6 Waltham Street,FLEMINGTON,6400000,house,2013,2,1,1,SC_011,1.0988,20040,0.4119,14,hospital_007,1.0865,S_086,0.3974,False
35061,-37.728477,145.036622,5 Autumndale Avenue,RESERVOIR,4280000,house,2014,2,1,1,SC_047,1.2511,19983,2.8764,31,hospital_025,1.4049,S_225,0.8003,False
59516,-37.814928,145.187713,18 Victoria Avenue,MITCHAM,15400000,house,2014,4,2,0,SC_088,0.8669,19900,0.508,0,hospital_010,0.7506,S_202,1.4216,True
56,-37.84968,144.979899,"1107 Alto"" 594 St Kilda Road""",MELBOURNE,10780000,house,2011,2,2,1,SC_066,1.231,19958,0.8757,9,hospital_155,0.7907,S_017,2.0946,True
26857,-37.58073425,144.9330902,4 Swinburne Close,CRAIGIEBURN,5232000,house,2009,3,2,2,SC_005,1.3092,40221,2.5144,45,hospital_104,7.8678,S_178,1.4789,True
9824,-37.888189,144.634534,4 Presidents Court,WERRIBEE,4815000,house,2012,4,2,2,SC_012,2.6351,19921,2.6467,39,hospital_073,4.1473,S_236,2.2242,False
68112,-37.845144,145.008523,47 Fairbairn Road,TOORAK,6480000,house,2012,2,1,0,SC_038,0.5096,19947,0.5643,20,hospital_132,0.9997,S_115,0.4315,False
34971,-37.714653,145.010669,43 Royal Parade,RESERVOIR,3960000,house,2013,2,1,2,SC_103,2.8795,20010,0.4079,0,hospital_139,1.1568,S_225,1.9578,False
24291,-37.701514,144.970199,3 Minona Street,FAWKNER,6565000,house,2011,4,2,1,SC_030,3.8665,19961,1.0018,0,hospital_139,3.0353,S_161,1.6981,True
42060,-37.74985504,145.0657654,3/170 Hawdon Street,HEIDELBERG,4160000,house,2008,2,1,1,SC_017,0.7011,19936,0.7773,28,hospital_066,0.6955,S_100,1.0621,False
57676,-37.829678,145.141795,16 Banksia Street,BLACKBURN,7930000,house,2012,3,1,0,SC_037,2.0741,19897,0.9951,0,hospital_060,1.308,S_018,0.523,False
79022,-37.940039,145.1453,38 Burden Street,SPRINGVALE,4380000,house,2013,3,1,1,SC_073,5.1846,19914,0.5933,42,hospital_076,2.9748,S_075,1.5955,False
44586,-37.717902,145.10763,20 Frances Avenue,GREENSBOROUGH,6672000,house,2014,3,2,2,SC_017,5.4418,19986,1.2567,40,hospital_075,1.4302,S_020,1.6142,False
85804,-37.886848,145.00106,7 McMillan Street,ELSTERNWICK,7440000,house,2016,3,2,2,SC_015,2.6986,19954,0.2336,17,hospital_116,0.7427,S_193,0.4343,False
61113,-37.794556,145.249703,10 Frederic Drive,RINGWOOD,7540000,house,2010,5,2,2,SC_032,2.7346,19879,1.9387,0,hospital_164,1.5584,S_157,0.5575,True
94328,-37.96055,145.08171,22 St Georges Crescent,HEATHERTON,5655000,house,2011,4,2,2,SC_003,1.3431,19866,2.4778,37,hospital_109,0.6492,S_023,2.2756,False
85277,-37.88386536,145.0118866,15 Edward Street,ELSTERNWICK,12128000,house,2009,2,2,2,SC_023,2.8524,19954,0.9705,17,hospital_079,0.2404,S_193,0.6239,False
90425,-37.957156,145.047564,28 Siede Court,CHELTENHAM,7650000,house,2011,4,3,2,SC_079,1.0594,19872,1.0928,41,hospital_082,0.8906,S_023,0.7686,False
91778,-37.973803,145.049092,69 Spicer Street,BEAUMARIS,5472000,house,2014,3,2,3,SC_079,2.835,19866,0.9296,37,hospital_055,0.7349,S_011,1.4547,False
48331,-37.791297,145.036503,34 Kellett Grove,KEW,13130000,house,2013,4,2,2,SC_001,2.6441,19931,1.5087,20,hospital_029,1.1284,S_039,1.6835,False
38897,-37.767884,145.034354,41 Miles Street,IVANHOE,15360000,house,2011,4,1,0,SC_001,0.6543,19932,0.8675,21,hospital_039,0.593,S_219,0.6495,True
58840,-37.803674,145.185254,3 Ferdinand Street,NUNAWADING,7032000,house,2013,3,1,1,SC_088,1.8124,19900,1.7017,0,hospital_070,1.0182,S_202,2.3886,False
9729,-37.893962,144.636964,11 Gloucester Crt,WERRIBEE,8470000,house,2010,3,2,2,SC_012,3.2411,19921,2.2057,39,hospital_073,4.1824,S_050,2.6874,True
31532,-37.757646,145.023359,9 Walsh Avenue,THORNBURY,8190000,house,2012,3,1,2,SC_001,1.9843,20014,2.2006,0,hospital_039,0.9122,S_105,1.8843,False
22874,-37.73840332,144.9815369,49 Elizabeth Street,COBURG,2790000,house,2008,3,1,1,SC_103,1.8018,19965,1.6612,0,hospital_144,2.1872,S_030,0.9961,False
59310,-37.811765,145.194415,10 William Street,MITCHAM,6570000,house,2014,3,1,2,SC_088,1.5528,19900,0.7276,0,hospital_010,0.1485,S_202,2.0947,False
28304,-37.7949837,144.9778762,447 Fitzroy Street,FITZROY,5355000,house,2012,2,1,0,SC_008,2.0059,19975,1.5302,11,hospital_188,1.2068,S_200,0.3477,False
63280,-37.8003007,145.2940909,1/348 Mt Dandenong Road,CROYDON,5448000,house,2010,2,1,1,SC_022,0.978,19878,1.3045,0,hospital_164,3.4864,S_055,0.9741,False
70796,-37.889673,145.105354,45 Oakpark Drive,CHADSTONE,8960000,house,2013,3,1,2,SC_042,1.8343,19840,1.8842,28,hospital_166,1.0685,S_026,1.8601,False
19581,-37.672623,144.889824,14 Cobblestone Drive (Alanbrae),ATTWOOD,8680000,house,2010,4,2,2,SC_059,1.7878,20030,2.8697,36,hospital_104,3.6366,S_153,2.8693,True
35414,-37.72624969,144.9918518,663 Gilbert Road,RESERVOIR,4000000,house,2008,3,1,1,SC_103,1.7302,20011,0.9909,0,hospital_139,1.1103,S_030,0.8195,False
34021,-37.72348,145.001547,173 Spring Street,RESERVOIR,8364000,house,2010,3,1,1,SC_103,1.793,20011,0.5585,0,hospital_139,0.7262,S_085,1.5239,True
89901,-37.95457,145.070323,114 Bernard Street,CHELTENHAM,8386000,house,2012,4,2,2,SC_003,2.4707,19866,1.9294,37,hospital_109,0.9758,S_023,1.3846,False
6507,-37.79198,144.84204,25 Parsons Street,SUNSHINE,4080000,house,2012,2,1,2,SC_102,1.3074,20021,0.8925,25,hospital_174,1.7975,S_080,1.3949,False
94098,-38.079244,145.125409,13 Kalimna Street,CARRUM,8480000,house,2015,4,1,1,SC_070,5.1028,19858,0.5507,54,hospital_043,7.8344,S_077,2.8948,True
39278,-37.6788063,145.0525665,1 Gleditsia Way,BUNDOORA,19320000,house,2008,3,2,1,SC_062,4.1884,20007,3.3775,0,hospital_041,1.6802,S_155,2.2237,True
95412,-37.910403,145.046209,29 Ellindale  Avenue,MCKINNON,16500000,house,2013,3,1,1,SC_041,3.0577,19940,0.6948,36,hospital_159,2.2429,S_107,1.0781,True
29876,-37.770493,144.991905,3 Hawthorn Road,NORTHCOTE,13080000,house,2012,3,2,1,SC_103,3.5525,20016,0.3048,0,hospital_035,1.6371,S_105,2.3957,True
85934,-37.885876,144.997645,10 Huntley Street,BRIGHTON,8866000,house,2013,2,1,1,SC_015,2.4236,19954,0.3119,17,hospital_116,1.0287,S_193,0.7446,False
15229,-37.726547,144.915735,31 WILLONGA STREET,STRATHMORE,12960000,house,2014,3,1,2,SC_082,1.219,20033,1.0841,30,hospital_184,1.9889,S_198,1.7736,True
11514,-37.78178024,144.9377747,52 Mooltan Street,TRAVANCORE,8515000,house,2009,2,1,1,SC_011,1.9045,19971,0.7209,0,hospital_102,0.6455,S_086,1.0577,False
21283,-37.7547704,144.9540683,48 Garnet Street,BRUNSWICK,11660000,house,2012,3,2,1,SC_030,2.5136,19966,0.6832,0,hospital_011,0.3709,S_173,1.7268,False
53702,-37.821971,145.006597,70 Neptune Street,RICHMOND,11100000,house,2015,2,2,2,SC_038,2.0756,19906,0.6279,10,hospital_122,0.3401,S_076,1.6838,True
22335,-37.749042,144.973658,23 Darlington Grove,COBURG,8411000,house,2011,4,1,2,SC_103,2.7038,19965,1.1752,0,hospital_144,0.844,S_173,0.975,False
28447,-37.797311,144.990843,108 Keele Street,COLLINGWOOD,10260000,house,2014,4,1,0,SC_008,2.4561,19975,0.3782,11,hospital_178,1.5184,S_060,0.8123,False
2530,-37.81123352,144.8783722,8/73 Kingsville Street,KINGSVILLE,2715000,house,2008,1,1,1,SC_043,2.4552,19996,1.1393,15,hospital_056,2.1293,S_201,2.0846,False
28949,-37.801410680000004,145.0009766,27 Paterson Street,ABBOTSFORD,8250000,house,2007,3,1,0,SC_068,2.9413,19975,0.6263,11,hospital_134,1.0936,S_076,1.0281,False
45813,-37.716351,145.128995,13 Luisa Court,MONTMORENCY,7458000,house,2013,4,3,2,SC_051,5.4684,19986,0.669,40,hospital_075,2.3893,S_194,2.5585,False
34850,-37.721753,144.998828,39 Taylor Avenue,RESERVOIR,3708000,house,2011,3,1,2,SC_103,2.0038,20011,0.8177,0,hospital_139,0.4708,S_030,1.6029,False
56130,-37.851074,145.121024,101/310 Burwood Highway,BURWOOD,2880000,house,2016,2,1,0,SC_037,3.5675,19840,2.6279,28,hospital_047,1.4339,S_097,1.1903,False
13919,-37.739217,144.895231,165A Bradshaw Street,ESSENDON,8480000,house,2015,3,3,2,SC_082,1.0808,20036,2.4316,23,hospital_184,0.932,S_198,1.3331,False
30670,-37.757471,145.009628,126 Mansfield Street,THORNBURY,8040000,house,2010,2,1,0,SC_103,2.1027,20014,1.0097,0,hospital_035,0.6255,S_105,0.8866,False
58828,-37.8082962,145.1724396,2A Tortice Avenue,NUNAWADING,3660000,house,2008,2,1,1,SC_002,1.2362,19899,1.3868,0,hospital_070,1.8873,S_202,1.7696,False
12214,-37.704156,144.74708,12 Jade Way,HILLSIDE,5880000,house,2010,4,2,2,SC_048,3.2439,20000,2.4105,39,hospital_057,8.6346,S_163,1.2161,True
55949,-37.84764,145.081387,8 Glencairn Avenue,CAMBERWELL,23920000,house,2013,5,3,3,SC_099,3.3075,19849,0.4435,34,hospital_089,1.5639,S_160,1.6774,True
2618,-37.813676,144.884353,1/14 Forrest Street,YARRAVILLE,8385000,house,2010,2,2,1,SC_043,3.0004,19996,0.5472,15,hospital_056,2.2926,S_201,1.8746,True
78212,-37.9365387,145.2052765,59 Portland Street,MULGRAVE,3240000,house,2008,3,2,2,SC_073,3.7736,19890,4.2264,49,hospital_161,0.7259,S_067,1.4751,False
94511,-37.9168276,145.0260271,1/205 Centre Road,BENTLEIGH,4480000,house,2013,2,1,3,SC_046,2.7457,19939,0.9655,38,hospital_126,1.8984,S_107,1.4433,False
89247,-37.957841,145.028596,16 Wangara Road,SANDRINGHAM,14300000,house,2014,4,2,2,SC_079,1.4625,19872,1.5673,41,hospital_058,0.949,S_069,1.4624,False
20618,-37.77694,144.969806,163 Barkly Street,BRUNSWICK,9480000,house,2012,3,2,1,SC_008,3.8856,19969,0.9996,0,hospital_024,1.9368,S_138,0.6608,False
49840,-37.777247,145.087781,11 Allen Street,BULLEEN,16320000,house,2013,4,2,2,SC_009,1.3412,19935,3.2754,26,hospital_194,2.4528,S_154,1.2343,True
47220,-37.70809,145.175001,461 Reynolds Road,ELTHAM,4736000,house,2012,4,2,2,SC_051,4.061,19987,2.4694,44,hospital_075,6.0975,S_194,1.6832,False
36314,-37.664976,145.033438,238 Darebin Drive,LALOR,3627000,house,2015,3,1,3,SC_062,4.8211,20005,1.4315,0,hospital_053,2.1106,S_229,1.2054,False
60920,-37.832551,145.200119,70 Glenburnie Road,VERMONT,11310000,house,2016,5,3,2,SC_088,2.3303,19900,1.77,0,hospital_010,2.516,S_202,2.311,True
54435,-37.81765366,145.032196,35 Mary Street,HAWTHORN,22000000,house,2009,5,2,0,SC_083,0.4326,19904,0.5651,21,hospital_086,0.2194,S_208,0.3855,True
40883,-37.7073822,145.0565643,58 Greenwood Dr,BUNDOORA,3420000,house,2008,4,1,0,SC_047,4.1687,19983,2.3511,31,hospital_037,0.6285,S_155,0.9781,False
66092,-37.773417,145.318099,25 Meadowlark Lane,MOOROOLBARK,5944000,house,2016,4,2,2,SC_084,1.7386,19877,1.3573,0,hospital_113,3.4705,S_168,1.5997,False
22625,-37.73483658,144.9598389,33 Stawell Street,COBURG,4800000,house,2009,3,1,1,SC_030,0.897,19964,0.302,0,hospital_084,2.1477,S_172,0.8956,False
56489,-37.855703,145.12781,27 Pearce Street,BURWOOD,7336000,house,2014,4,3,2,SC_042,3.9976,19875,2.1766,30,hospital_047,1.5115,S_097,0.6643,False
23908,-37.693602,144.961932,11 Hedley Street,FAWKNER,4875000,house,2013,3,1,1,SC_030,4.4429,19961,0.8324,0,hospital_139,4.1522,S_161,0.5563,False
5021,-37.86466,144.827153,2/60 David Street,ALTONA,6968000,house,2016,2,1,2,SC_033,4.5663,19926,0.353,30,hospital_141,5.6658,S_128,0.4481,False
1014,-37.79583,144.8871746,42 Adelaide Street,FOOTSCRAY,8800000,house,2013,2,1,0,SC_043,2.2705,20023,0.6851,19,hospital_056,0.3124,S_201,1.0991,True
20877,-37.77448654,144.9523315,25 Gray Street,BRUNSWICK,19550000,house,2009,4,2,1,SC_011,3.3032,19969,0.5646,0,hospital_102,0.9145,S_074,0.8531,True
41819,-37.740279,145.061325,20 Darvall Street,ROSANNA,13365000,house,2011,3,2,2,SC_017,1.8364,19936,0.5132,28,hospital_090,1.3735,S_100,2.193,True
4947,-37.870021,144.815121,162 Blyth Street,ALTONA,7700000,house,2010,3,1,1,SC_033,5.5693,19925,0.5593,32,hospital_141,6.7708,S_128,1.3267,True
6135,-37.79551315,144.8327332,13 Couch Street,SUNSHINE,5745000,house,2006,3,2,0,SC_102,1.4696,20021,0.7767,25,hospital_174,1.984,S_080,1.5454,False
73485,-37.866581,145.274409,3 Redfern Court,BORONIA,3920000,house,2014,3,1,2,SC_049,4.2929,19869,1.1109,0,hospital_049,0.8537,S_024,1.0473,False
32280,-37.747118,144.991801,21 Erin Street,PRESTON,11228000,house,2012,3,1,2,SC_103,1.2253,20013,0.7555,0,hospital_144,2.0459,S_105,1.1304,True
58614,-37.816347,145.174169,16A Luckie Street,NUNAWADING,7436000,house,2015,2,1,1,SC_002,0.4121,19899,0.478,0,hospital_010,1.8715,S_202,0.861,False
39771,-37.705264,145.0567447,16 Cherrywood Court,BUNDOORA,7392000,house,2014,3,2,1,SC_047,4.3753,19984,2.465,34,hospital_037,0.3924,S_155,0.7493,True
54002,-37.814901,145.019545,10 Lawes Street,HAWTHORN,16950000,house,2012,3,1,1,SC_083,1.541,19905,0.8254,18,hospital_086,1.1155,S_039,1.4265,True
29119,-37.802044,144.996489,78 Yarra Street,ABBOTSFORD,11800000,house,2016,3,1,1,SC_068,2.568,19976,0.3666,10,hospital_134,1.1941,S_076,0.8452,True
30767,-37.76296997,145.0065308,15 Alexandra Street,THORNBURY,11200000,house,2009,4,1,0,SC_103,2.6343,20015,0.8432,0,hospital_035,0.1159,S_105,1.3489,True
48657,-37.812231,145.041332,6-8 Byron Street,KEW,32000000,house,2013,4,2,2,SC_083,1.0468,19904,1.1145,21,hospital_064,0.7288,S_208,1.0039,True
10339,-37.789542,144.930585,28 Pridham Street,KENSINGTON,9000000,house,2016,5,2,1,SC_011,1.5,20040,0.2841,14,hospital_114,0.5648,S_086,0.3548,False
89104,-37.947976,145.011628,10 Grange Road,SANDRINGHAM,18600000,house,2014,5,3,2,SC_046,2.5279,19948,0.6734,29,hospital_036,0.9294,S_214,0.965,True
16036,-37.704658,144.893469,29 Bluebell Crescent,GOWANBRAE,4752000,house,2014,3,2,1,SC_010,1.1971,20032,2.0919,32,hospital_184,4.313,S_198,2.5214,False
25431,-37.595299,144.925417,14 Studley Street,CRAIGIEBURN,2880000,house,2013,3,2,0,SC_016,1.0569,40221,1.7377,45,hospital_104,6.1825,S_178,0.7707,False
92544,-38.015468,145.092233,1/40 Nepean Highway,ASPENDALE,10491000,house,2016,3,1,2,SC_003,4.9433,19863,1.0673,44,hospital_001,3.2472,S_119,0.9578,True
32836,-37.735716,145.016543,48 Murphy Grove,PRESTON,10727000,house,2009,2,1,1,SC_047,1.2531,20012,1.4483,0,hospital_139,2.5942,S_084,1.2167,True
19400,-37.659102,144.932988,30 Almurta Avenue,COOLAROO,2384000,house,2010,3,1,1,SC_072,1.3284,44817,0.6465,39,hospital_104,1.4501,S_153,2.3379,False
16566,-37.709567,144.946621,15 Curtin Avenue,HADFIELD,3650000,house,2016,3,2,1,SC_030,2.561,19962,1.3491,0,hospital_139,4.6164,S_004,0.7496,False
69744,-37.867952,145.090929,21 Catalina Avenue,ASHBURTON,5920000,house,2010,2,1,2,SC_042,1.0465,19839,0.7184,26,hospital_098,0.6885,S_112,0.3002,False
55498,-37.83605576,145.0973663,3/970 Riversdale Road,SURREY HILLS,3060000,house,2009,3,2,2,SC_037,2.9052,19895,1.3313,0,hospital_089,2.3953,S_160,2.321,False
77925,-37.926558,145.172566,31 Mangana Drive,MULGRAVE,7975000,house,2015,3,1,3,SC_073,2.5469,19913,3.0566,44,hospital_161,3.8046,S_067,1.7495,True
42149,-37.739312,145.064876,37 Ellesmere Parade,ROSANNA,15011000,house,2013,3,2,2,SC_017,1.8592,19936,0.4123,28,hospital_090,1.7025,S_100,2.2316,True
34192,-37.724271,145.017902,2 Tambo Avenue,RESERVOIR,6994000,house,2015,2,1,2,SC_047,1.9291,20010,1.2642,0,hospital_139,1.8999,S_225,0.956,True
51738,-37.789364,145.131997,91  Whittens Lane,DONCASTER,13500000,house,2016,3,1,2,SC_091,0.5862,20042,3.4512,0,hospital_194,2.3161,S_188,0.7511,True
84937,-37.876976,144.986758,4 Lindsay Avenue,ELWOOD,25280000,house,2009,3,1,1,SC_015,1.0645,19955,0.7544,15,hospital_009,1.6428,S_133,0.7048,True
55926,-37.843055,145.07282,74 Fairmont Avenue,CAMBERWELL,23520000,house,2015,4,3,2,SC_099,2.4552,19850,0.2621,32,hospital_168,1.6044,S_160,0.9108,True
40373,-37.694931,145.070527,31 David Crescent,BUNDOORA,4680000,house,2010,3,2,2,SC_062,4.9923,19984,2.1326,34,hospital_041,0.7713,S_155,1.4423,False
23629,-37.641914,144.90247,4 Galloway Court,GREENVALE,9920000,house,2014,4,2,3,SC_075,1.825,40220,2.9318,41,hospital_104,1.8596,S_211,1.8299,True
50104,-37.768016,145.097741,28 Flinders Street,BULLEEN,8320000,house,2013,2,1,3,SC_009,0.5764,19935,3.4811,26,hospital_193,1.6398,S_154,0.6109,False
36210,-37.67498,145.040429,17 Canberra Grove,LALOR,4692000,house,2016,3,1,2,SC_062,4.7438,20006,2.2857,0,hospital_041,2.7024,S_229,2.0073,True
20338,-37.774049,144.965033,101 Edward Street,BRUNSWICK,5616000,house,2016,3,1,0,SC_008,4.2286,19969,0.5655,0,hospital_024,1.8931,S_138,0.3449,False
60665,-37.834214,145.199435,3 Farley Green Court,VERMONT,7160000,house,2014,5,3,2,SC_088,2.4075,19900,1.9194,0,hospital_010,2.6861,S_202,2.3413,False
31867,-37.739015,144.987094,137 Cramer Street,PRESTON,9295000,house,2012,3,1,2,SC_103,1.3093,20012,1.1827,0,hospital_144,2.3648,S_030,1.0932,True
75670,-37.903714,145.103701,120 Burlington Street,OAKLEIGH,15900000,house,2014,4,2,2,SC_087,2.5829,19916,0.8214,36,hospital_166,0.5346,S_026,2.506,True
31598,-37.743664,144.993656,1 Jessie Street,PRESTON,10884000,house,2015,5,2,2,SC_103,0.8598,20013,0.6098,0,hospital_144,2.3951,S_084,1.0869,True
40856,-37.694249,145.06737,56 David Crescent,BUNDOORA,3720000,house,2012,4,2,1,SC_062,5.0009,19984,2.3562,34,hospital_041,0.4978,S_155,1.2082,False
22685,-37.745444,144.957142,37A Anketell Street,COBURG,7140000,house,2014,3,1,0,SC_030,1.5773,19965,0.6452,0,hospital_084,0.9694,S_172,0.8272,False
24969,-37.608835,144.924213,10 Brecon Nook,CRAIGIEBURN,4134000,house,2016,3,2,2,SC_110,1.8195,40221,1.8573,45,hospital_104,4.672,S_005,1.7644,False
8377,-37.73502731,144.7581329,3  Scales Lane (Tenterfield),BURNSIDE HEIGHTS,12285000,house,2009,4,2,2,SC_048,1.4812,20001,3.1993,36,hospital_057,5.7141,S_156,2.0335,False
81433,-37.99886322,145.2111969,60 Kirkham Road,DANDENONG,2240000,house,2008,3,1,1,SC_117,0.9225,19888,0.9986,54,hospital_119,1.6739,S_184,1.3891,False
85338,-37.88817978,145.0054474,19 Orrong Road,ELSTERNWICK,20300000,house,2008,5,3,2,SC_015,3.0709,19954,0.5525,17,hospital_116,0.4524,S_193,0.14,True
65079,-37.801347,145.312901,10 Hawthory Road,KILSYTH,7990000,house,2014,3,1,2,SC_022,2.6351,19877,1.8482,0,hospital_164,5.0908,S_224,0.2411,False
79066,-37.94917297,145.147171,40 Balmoral Avenue,SPRINGVALE,6692000,house,2008,3,1,1,SC_057,5.3643,19913,0.5526,44,hospital_124,3.6657,S_075,0.6178,False
30820,-37.757463,145.012364,165 Mansfield Street,THORNBURY,6642000,house,2010,3,1,2,SC_103,2.1912,20014,1.2432,0,hospital_035,0.7252,S_105,1.0474,False
35854,-37.676444,145.036433,116 Darebin Drive,THOMASTOWN,5390000,house,2015,3,1,1,SC_062,5.128,20007,1.9994,0,hospital_041,2.8725,S_228,1.7607,True
32617,-37.741766,145.008826,329 Plenty Road,PRESTON,6154000,house,2016,3,1,2,SC_103,0.6522,20012,0.808,0,hospital_035,2.3554,S_084,0.7369,False
65398,-37.796737,145.305334,48 Churchill Way,KILSYTH,7000000,house,2015,4,1,2,SC_022,1.9749,19877,1.4722,0,hospital_164,4.5439,S_224,0.7459,False
64174,-37.791828,145.283127,3 Joffre Street,CROYDON,6886000,house,2015,3,1,2,SC_022,0.8078,19878,0.4592,0,hospital_164,3.0018,S_181,0.5007,False
44319,-37.711614,145.099106,15 Kell Street,GREENSBOROUGH,7200000,house,2012,3,1,3,SC_017,5.6037,19985,1.1727,38,hospital_075,0.9357,S_020,0.7749,True
51198,-37.777201,145.120534,3 Crawford Road,DONCASTER,6660000,house,2014,4,3,2,SC_091,1.2004,20042,4.6783,0,hospital_194,0.6359,S_046,0.7028,False
24013,-37.691099,144.962041,14A Janice Court,FAWKNER,4059000,house,2014,3,1,2,SC_030,4.7164,19961,1.1022,0,hospital_139,4.3295,S_161,0.3753,False
34612,-37.69852448,145.0267944,3 Roff Street,RESERVOIR,3200000,house,2009,2,1,0,SC_047,4.4663,20008,1.3749,0,hospital_025,2.5093,S_155,2.472,False
45895,-37.716396,145.136527,184 Sherbourne Road,MONTMORENCY,5698000,house,2013,3,1,2,SC_051,5.1768,19987,1.0439,44,hospital_075,2.9771,S_194,1.8972,False
29203,-37.770363,144.996252,10 Turnbull Grove,NORTHCOTE,12180000,house,2015,2,1,0,SC_103,3.4627,20016,0.1021,0,hospital_035,1.3149,S_105,2.2436,False
45524,-37.68873,145.103588,8 Warrool Court,GREENSBOROUGH,4730000,house,2013,3,2,2,SC_062,4.4217,19985,1.7437,38,hospital_075,1.8366,S_210,1.6028,False
29926,-37.772686,144.9954529,31 Henry Street,NORTHCOTE,8905000,house,2009,2,1,0,SC_103,3.7289,20016,0.3144,0,hospital_035,1.5406,S_105,2.5114,False
97079,-38.01263809,145.2766113,9 Bindi Close,HALLAM,3438000,house,2009,3,2,3,SC_077,2.6176,19885,0.8258,59,hospital_069,3.1892,S_212,1.3023,False
67315,-37.75219345,145.3621063,3 Bounty Court,LILYDALE,5616000,house,2009,3,1,2,SC_084,4.2912,19876,1.32,0,hospital_151,0.491,S_233,1.2462,False
55996,-37.84599686,145.0551148,890 Toorak Road,CAMBERWELL,11130000,house,2008,3,1,2,SC_099,2.4241,19912,0.8658,17,hospital_168,0.0148,S_160,1.857,False
14724,-37.755075,144.890672,7 Afton Street,ABERFELDIE,25340000,house,2015,3,1,1,SC_052,2.0169,20037,2.2489,20,hospital_184,1.9051,S_049,2.0216,True
14951,-37.741364,144.916142,11 Bruce Street,STRATHMORE,9490000,house,2011,3,1,1,SC_082,1.2411,20036,0.7757,23,hospital_184,0.9798,S_197,0.6116,False
